(201402, 94), (201111, 88)
(201204, 39), (201306, 109)
(201308, 76), (201107, 43)
(201908, 46), (201801, 120)
(201209, 73), (201801, 109)
(201509, 34), (201703, 117)
(201108, 50), (201207, 120)
(201505, 97), (201603, 64)
(201207, 77), (201009, 120)
(201407, 119), (201711, 116)
(201112, 113), (201907, 114)
(201708, 91), (201803, 67)
(201808, 111), (201707, 40)
(201105, 95), (201511, 115)
(201010, 71), (201408, 84)
(201703, 71), (201512, 60)
(201510, 118), (201501, 37)
(201310, 58), (201807, 74)
(201806, 83), (201706, 56)
(201809, 118), (201003, 90)
(201606, 84), (201703, 63)
(201809, 60), (201403, 76)
(201310, 118), (201107, 79)
(201910, 37), (201305, 64)
(201710, 38), (201105, 50)
(201803, 92), (201803, 101)
(201702, 51), (201910, 68)
(201708, 62), (201101, 108)
(201401, 36), (201903, 105)
(201201, 37), (201909, 105)
(201312, 87), (201707, 31)
(201502, 64), (201410, 40)
(201807, 105), (201902, 115)
(201509, 96), (201406, 63)
(201806, 101), (201812, 84)
(201808, 115), (201811, 95)
(201408, 68), (201110, 67)
(201509, 68), (201508, 118)
(202006, 63), (201002, 87)
(201511, 93), (201912, 67)
(201709, 55), (201606, 67)
(201911, 65), (202006, 96)
(201006, 33), (202003, 70)
(201804, 106), (201107, 45)
(201710, 52), (201501, 40)
(201602, 34), (201008, 50)
(202003, 55), (201012, 43)
(201602, 77), (201507, 81)
(201804, 38), (201312, 79)
(201312, 113), (201512, 97)
(201110, 48), (201608, 92)
(201909, 61), (201504, 35)
(201606, 86), (201408, 120)
(201301, 37), (201708, 62)
(201505, 60), (201007, 115)
(201005, 110), (201306, 80)
(201610, 60), (201908, 81)
(202009, 97), (201604, 108)
(201305, 118), (201910, 107)
(202010, 79), (201005, 87)
(201008, 54), (201712, 34)
(201006, 102), (201108, 85)
(201906, 97), (201209, 81)
(201001, 74), (201111, 98)
(201209, 115), (201105, 48)
(201009, 105), (201004, 41)
(201409, 107), (201912, 113)
